id	bolum	en	tr
2938	Menu	Use the RIGHT MOUSE button to format the table header or columns and use the LEFT MOUSE button to move the virtual lines separating the columns or set the row height or the height of the table header.	Farenin Sağ Tuşunu Kullanarak Tablo Başlık Ya Da Sütununu; Sol Tuşunu Kullanarak Sütunları Ayıran Çizgileri Veya Satır Ve Tablo Başlık Yüksekliğini Biçimlendirebilirsiniz
2939	Menu	To shift the day, it is necessary to remove all substitutions for the given period. Do you want to continue?	Günü Kaydırmak İçin, Bu Periyoda Yönelik Tüm Yer Değiştirmelerin Kaldırılması Gerekir. Devam Etmek İstiyormusunuz ?
2940	Menu	Print day number	Günleri Sayı Olarak Yazdır
2941	Menu	Login	Hesabı Aç
2942	Menu	Username:	Kullanıcı Adı
2943	Menu	Password:	Şifre
2944	Menu	Logout	Çıkış
2945	Menu	Substituting teacher	Öğretmen Yerine
2946	Menu	Under substituting minimum	En az değişikliğin altında.
2947	Menu	Minimal number of lessons that each teacher has to substitute during the whole school year	Tüm yıl boyunca her bir öğretmenin değiştirmesi gerekenderslerin minimal sayısı
2948	Menu	Substituting minimum:	Asgari Değişiklik:
2949	Menu	You can download or view the exported file here.	Gönderilen dosyayı buradan görebilir ya da indirebilirsin.
2950	Menu	Download from web server	Web Sunucusundan İndirin
2951	Menu	Upload to web server	Web Sunucusuna Yükleyin
2952	Menu	The timetable has been succesfully uploaded to the server.	Zaman çizelgesi başarılı bir şekilde sunucuya yüklendi.
2953	Menu	Set the number of teaching days	Öğretim Gün Sayısını Ayarlayın
2954	Menu	The number of days in which the class should have lessons:	Sınıfın Ders Yapabileceği Gün Aralığı
2955	Menu	Set to all according to this card:	Tümünü Bu Karta Göre Ayarlayın:
2956	Menu	Student	Öğrenci
2957	Menu	My timetable	Benim Ders Programım
2958	Menu	Card	Kart
2959	Menu	Back	Geri
2960	Menu	Header	Başlık
2961	Menu	Registered for:	Kayıtlı Kullanıcı:
2962	Menu	Change the title of the teacher:	Öğretmenin Ünvanını Değiştirin:
2963	Menu	For the student, the lessons start at the period:	İlk Ders Başlama Aralığı
2964	Menu	At first	İlk Olarak
2965	Menu	At the latest	En Geç
2966	Menu	For the student, the lessons end at period:	Son Ders Bitiş Aralığı
2967	Menu	Building	Bina
2968	Menu	Buildings	Binalar
2969	Menu	Maximum number of transits between the buildings per day	Binalar Arasındaki Günlük Transit Sayısı Üst Sınırı
2970	Menu	The classes are not present in the lesson, but some of their students do. Do you wish to remove the students of these classes from the lesson?	Sınıflar dersleri açıklamaz ama bazı öğrencileri yapabilir. Derslerden bu sınıfların öğrencilerini çıkarmak istiyor musun?
2971	Menu	Education block	Eğitim Bloğu
2972	Menu	automatic (highly recommended)	Otomatik (Şiddetle Tavsiye Edilir)
2973	Menu	discontinuous - ignore windows in the timetable of the class	Kesintili - Sınıf Ders Programında Boş Dersleri Görmezden Gel
2974	Menu	Give a warning if the numbers of students in groups differ from optimal at least	Öğrenci Gruplarında Uygun Olarak Belirlenen (En Az) Yüzdelik Sayıdan Farklıysa Uyarı Ver
2975	Menu	Do not offer solutions where the number of students differs from the optimum in more than	En Uygun Olarak Belirlenen Öğrenci Sayısı Fazla Olan Farklı Yerlerde Çözüm Teklif Etmeyin
2976	Menu	Optimize	En Uygun
2977	Menu	remove only classrooms	Sadece Dersliklerin Derslerini Temizleyin
2978	Menu	Students of these seminars must have the same group	46) Seçilen Seçmeli Dersin Öğrencileri Aynı Grupta Olmalıdır.
2979	Menu	For the students, show:	Öğrenciler İçin, Göster:
2980	Menu	Number	Numarası
2981	Menu	Code	Kod
2982	Menu	The entered timetable specification is probably not completed.	Tanımlanan Takvim Özellikleri Muhtemelen Hatalı!
2983	Menu	Unsatisfiable constraint	Sonuçlandırılamayan Kısıtlama
2984	Menu	This constraint is not implemented for classes with multiple divisions	Bu sınırlama fazla bölünmüş sınıflar için uygulanmaz.
2985	Menu	This constraint is not implemented for classes with multi-week cycle	Bu sınırlama çoklu hafta döngüsü olan sınıflara uygulanmaz.
2986	Menu	Disabled constraint	Kısıtlama Devre Dışı
2987	Menu	Size	Boyut
2988	Menu	Set the size of the timetables	Ders Programının Boyutunu Ayarla
2989	Menu	Width of the timetable (in mm):	Zaman çizelgesinin genişliği
2990	Menu	Height of the timetable (in mm):	Program Yüksekliği (Mm):
2991	Menu	Cannot remove currently selected subject.	Seçili Ders Kaldırılamıyor
2992	Menu	Cannot remove currently selected classroom.	Seçili Derslik Kaldırılamıyor
2993	Menu	Load from another timetable file	Başka bir data dosyası yükle
2994	Menu	Card distribution over the week	Ders Kartlarının Günlere Dağılımı
2995	Menu	Distribution of each subject from the list separately	Ders Kartlarının Günlere Dağılımı: Her Ders İçin Ayrı Uygula
2996	Menu	Distribution of the group of cards of the listed subjects	Ders Kartlarının Günlere Dağılımı: Kart Gruplarının Dağılımına Uygula
2997	Menu	The cards can be placed on two following days.	Ders İki Gün Üst Üste Yerleştirilebilir
2998	Menu	The cards cannot be placed on two or three following days.	İlk Ders Gününden İtibaren İki veya Üç Ara Verilmeli
2999	Menu	Use the above settings only for:	İlişki İçin Özel Sınırlandımalar Belirle
3000	Menu	All classes from the list where the number of lessons of this subject(s) is in the interval:	Toplam Saati Aşağıda Belirtilen Sınırlar İçinde Olan Dersler İçin Uygula
3001	Menu	Max	En Fazla
3002	Menu	Min	En Az
3003	Menu	Current state	Geçerli Durum
3004	Menu	Class can have lessons in this interval.	Sınıfın Bu Aralıkta Dersleri Olabilir
3005	Menu	Class %1 exceeded the number of days taught allowed.	%1 Sınıfı İzin Verilen Gün Sayısını Aştı
3006	Menu	Specify relationship between full and divided lessons of the subject	Grup Olarak Tanımlanan Dersler İçin Özel Ayarlar Belirle
3007	Menu	Specify the number of days and the number of lessons per day for the card distribution	Kartların Günlük ve Haftalık Yerleşimini Sınırladır
3008	Menu	Marked positions	İşaretli Pozisyon
3009	Menu	Teacher %1 transits between the buildings more times than allowed.	Öğretmen %1 Binalar Arasındaki Geçişlerde İzin Verilenden Daha Fazla Zamanı Var
3010	Menu	Do you wish to check if there is any new version of aSc Timetables on the Internet?	İnternet Üzerinden aSc k12 Bilişim Ders Planlama Programının Herhangi Bir Yeni Sürümü Olup Olmadığını Kontrol Etmek İstiyormusunuz ?
3011	Menu	There is a new version of the aSc Timetables on the Internet. You can download it for free at:	Yeni Versiyon Bulundu\.nwww.ascturkiye.com adresinden ücretsiz olarak indirebilirsiniz...
3012	Menu	You are using the latest version of the software.	Şuan En Güncel Versiyonu Kullanıyorsunuz
3013	Menu	Tell us	Destek & Öneri Formu
3014	Menu	Anonymous questionnaire	Anonim Anket
3015	Menu	Any questions or comments? Please feel free to report us your problems and suggestions.	Destek veya Önerileriniz İçin Bize Ulaşabilirsiniz. Size Ulaşabiliceğimiz Mobil Telefon Numaranızı Mesajınıza Ekleyiniz
3016	Menu	The server is unavailable, maybe you are not connected to the Internet.	Şuan sunucuya bağlanılamıyor. Belki sorun internet bağlantınızdadır.
3017	Menu	It is now not possible to send your feedback. Please check your internet connection and try again later.	Mesajınızı şuan gönderilemiyor. Lütfe internet bağlantınızı kontrol ediniz.
3018	Menu	It is impossible to check for new version.	Yeni Sürüm Kontrolü Yapmak Mümkün Değildir
3019	Menu	Your E-mail (optional; necessary if you want a response from us):	E-Mail Adresiniz. (Geri Bildirim İçin Gerekli)
3021	Menu	You can also attach the timetable file you are now working with - that can help us in understanding your problem.	Eğer Destek İçin Yazıyorsanız ve Ders Planını İle İlgili Bir Sorun İse Mesajınıza Dosyanızı Eklemelisiniz
3022	Menu	Attach the timetable	Aktif Ders Programını Ekleyin
3023	Menu	Thank you for your comments.	Yorumlarınız İçin Teşekkür Ederiz
3024	Menu	Previous	Önceki
3025	Menu	Next	Sonraki
3026	Menu	Questions? Comments? Write us.	Sorular? Yorumlar? Bize Yazın
3027	Menu	Do you like aSc Timetables?	aSc k12 Bilişim Ders Planlama Programı Gibi Mi?
3028	Menu	Global for all:	Hepsi İçin Genelle:
3029	Menu	Only for:	Sadece Bunu:
3030	Menu	Ask for help	Eğitim Videolarını Göster
3031	Menu	Application look	Uygulama Renk Teması
3033	Menu	Card %1 doesn't have complement in other weeks.	%1 Kartı Diğer Hafta İçinde Tamamlanamayacak
3034	Menu	Cyclic cards are on too many positions in class %1.	%1 Sınıfında Çok Sayıda Döngü Oluşturan Kart Pozisyonu Bulunmaktadır
3035	Menu	Not enough single hours to fill holes in class %1.	Tek Saat Sınıftaki Boşlukları Doldurmak İçin Yeterli Değil %1
3036	Menu	Not enough free positions for unplaced cards in class %1.	Sınıfta Yerleştirilmemiş Kartları İçin Yetersiz Boş Pozisyon %1
3037	Menu	This constraint is not implemented for lessons with multi-week cycle	Bu kısıtlamalar çoklu hafta döngüsündeki dersler için uygulanmıyor.
3038	Menu	Contacting the internet server. This can take some time, please be patient.	İnternet Sunucusuna Bağlanılıyor. Bu Biraz Zaman Alabilir, Lütfen Sabırlı Olun
3039	Menu	Please wait	Lütfen Bekleyin..
3040	Menu	Rearrange students in seminar sections	Seçmeli Ders Bölümlerinde Öğrencileri Yeniden Düzenleyin
3041	Menu	Impossible	İmklansız
3042	Menu	In case you have specified your email, we will reply to you shortly.	E-posta Belirtirseniz Kısa Sürede Size Cevap Verilecektir
3043	Menu	Use room capacities	Planlamada derslik kapasiteleri dikkate alınsın.
3044	Menu	Are you sure you want to send your feedback without your e-mail address?	E-posta adresi olmadan görüşlerinizi göndermek istediğinizden emin misiniz?
3045	Menu	Show demo files	Demo Dosyaları Göster
3046	Menu	Basic	Basit
3047	Menu	International	Uluslararası
3048	Menu	Training	Deneme
3049	Menu	Simple	Basit
3050	Menu	Help	Yardım
3051	Menu	Start timetable generation	Otomatik Planlamayı Başlat.
3052	Menu	Timetable generation	Ders Programı Oluştur
3053	Menu	Apply to selected teachers	Seçilen Öğretmenlere Uygula
3054	Menu	Apply to selected classes	Seçilen Sınıflara Uygula
3055	Menu	All teachers	Tüm Öğretmenler
3056	Menu	All subjects	Tüm Dersler
3057	Menu	Minimal number of periods with education per day on selected positions (empty day is ok)	Seçilmiş durumlarda haftalık dersler için periodların mininal sayıları.
3058	Menu	Max gaps per day on selected positions	Seçilen Pozisyonlarda Günlük En Fazla Boşluk
3059	Menu	Max gaps per week on selected positions	Seçilen Pozisyonlarda Haftalık En Fazla Boş Ders Sayısı
3060	Menu	Max consecutive periods of education on selected positions	Seçilen Pozisyonlarda En Fazla Ardışık Periyotlu Eğitim
3061	Menu	Apply to:	Uygula
3062	Menu	Card relationship type:	Kart İlişki Türü:
3063	Menu	Importance of this card relationship:	Planlamadaki Önemi
3064	Menu	Normal	Normal
3065	Menu	Low	Düşük
3066	Menu	High	Yüksek
3067	Menu	Importance	Önemli
3068	Menu	Quick selection	Hızlı Seçim
3069	Menu	Click here for the online help: http://help.asctimetables.com	Çevrimiçi Yardım İçin Tıklayın: http://help. Asctimetables.com
3070	Menu	Max number of lessons on the same period per week	Haftanın Aynı Periyodunda En Fazla Ders Sayısı
3071	Menu	Constraints	Kısıtlamalar
3072	Menu	Allow relaxation	İdeal Planlama
3073	Menu	Strict	Sıkı(%/100)
3074	Menu	You have to test the timetable before generation! There is no sense in generating timetable that has not passed the test.	Planlamayı başlatmadan önce mustlaka kontrol yapmalısınız! Tanımlamalarınızda hatalar var ise onları görebilirsiniz.
3075	Menu	It is a good idea to test the timetable in case you have made bigger changes in the input.	Veri Girişlerinde Büyük Değişiklikler Yapılması Durumda, Planlama Öncesi Kontrol İşlemi Tavsiye Edilir
3076	Menu	Min number of days that have lesson on the marked positions.	İşaretlenmiş durumlarda dersi olan günlerin minumum sayısı
3077	Menu	Allow network generators to help with this timetable.	Ağ Üreteçlerinin Bu Ders Planlama Programı İçin Yardım Sağlamasına İzin
3078	Menu	CHECK and FIX this problem	Hatayı Görüntülemek İçin Tıklayınız
3080	Menu	Test this item AGAIN	Bu Öğeyi Tekrar Test Et
3081	Menu	Test with RELAXATION	İlişkileri Görmezden Gelerek Testi Tekrarla
3082	Menu	SKIP this and continue testing	Yok Say ve Test Etmeye Devam Et
3083	Menu	HELP. Show me HELP.	Yardım İstiyorum
3084	Menu	END test	Testi Durdur
3085	Menu	Apply globally	Küresel Uygula
3086	Menu	Maximal number of periods with education per day on selected positions	Seçilmiş durumlarda günlük dersler için periodların en fazla sayısı
3087	Menu	There cannot be lesson in one day in A positions AND lesson on the next day in B positions	36) Seçili Tablolardaki A Pozisyonundaki Ders ve Sonraki Gün B Pozisyonunda Olamaz.
3088	Menu	Apply to selected subjects in selected classes	Seçilen Sınıflardaki Derslere Uygula
3089	Menu	Customize texts on cards	Kartların Üzerindeki Yazıyı Özelleştir
3090	Menu	Class has to be in one building during the whole day.	Sınıf Tüm Gün Aynı Binada Olsun
3091	Menu	Number of periods needed to transfer between buildings.	Binalar Arasında Ulaşım İçin Gereken Ders Arası
3092	Menu	Related timetables	Ders Programı İle iglili
3093	Menu	Show	Göster
3094	Menu	Min number of periods with education per week on selected positions	Seçilmiş durumlarda haftalık dersler için periodların mşnimum sayısı
3095	Menu	Max number of periods with education per week on selected positions	Seçili Pozisyonlarda Çok Sayıda Haftalık Eğitim Periyodu
3096	Menu	Lessons A must be on the same positions as lessons B	A dersi ve B dersi aynı periyotta olmalı
3097	Menu	exceptions allowed	Gözardı Edilecek Ders/Kart Sayısı
3098	Menu	Max cards on one period	02) Bir Periyot İçinde, Seçilen Değerden Fazla Kart Sayısı Olamaz.
3099	Menu	This demoversion will save your timetable data. However the positions of lessons will not be saved in demo version.	Bu demo versiyon program datanı kaydedecek. Ama derslerin pozisyonları demo versiyonunda kaydedilmeyecek.
3100	Menu	Contact the server	Sunucuya Ulaşın
3101	Menu	There are no lessons in your timetable. Please define some in menu Specification/Teachers/Lessons	Programınızda ders bulunmamaktadır. Lütfen Tanımlama İşlemleri/Öğretmenler/Ders atama menüsünden ders atayınız
3102	Menu	Quick Share	Hızlı Paylaş
3103	Menu	I already have a EduPage password.	Zaten bir edupage şifrem var.
3104	Menu	aSc TimeTables can publish your timetable on the internet so that you can share it with your students and colleagues. It is FREE!. Just click button 'Quick Share' now.	Öğrencilerin ve öğretmenler görebilsin diye ders programları Edupage sitende yayınlayacak. Sadece hızlı paylaşım düğmesine basman yeterli.
3105	Menu	Browse	Gözat
3106	Menu	Recent files:	Son Kullanılanlar..
3107	Menu	Lesson grid	Ders Çizelgesi
3108	Menu	Options	Araçlar
3109	Menu	Split joined classes	Birleştirilmiş sınıfları ayır
3110	Menu	Are you sure you want to delete %1 lessons?	Seçilen ( %1 ) Saatlik Ders Silinecek? Silme İşlemini Onaylıyormusunuz?
3111	Menu	Join classes	Sınıfları Ekleyin
3112	Menu	Divide class into groups	Gruplar Halinde Sınıfı Bölün
3113	Menu	Cancel division	Bölünme İptal
3114	Menu	Click on button below to get help on this feature.	Bu Özellik Hakkında Yardım Almak İçin Aşağıdaki Butona Tıklayın
3115	Menu	(beta) Apply to selected classrooms	(Beta) Seçilen Dersliğe Uygula
3116	Menu	All classrooms	Tüm Derslikler
3117	Menu	Show tabs	Sekmeleri Göster
3118	Menu	Without teacher	Öğretmen Olmadan
3119	Menu	Custom fields	Özel Alanlar
3120	Menu	Rename	Yeniden Adlandırmak
3121	Menu	Room supervision	Nöbet/Gözetim
3122	Menu	Add room supervision	Oda Denetimi Ekle
3123	Menu	Remove room supervision	Oda Gözetimini Sil
3124	Menu	Design	Dizayn
3125	Menu	Add field "%s" to the printout design	Çıktıyı Tasarım Alanına "% s" ismiyle Ekle
3126	Menu	Do you really want to permanently delete design "%s"?	Kalıcı Tasarımı "%s" Silmek İstiyormusunuz ?
3127	Menu	Save changes to design "%s"?	Tasarımdaki Değişiklikleri Kaydet "%s"?
3128	Menu	Cannot delete timetable object	Ders Planlama Programı Kaydı Silinemedi
3129	Menu	Save changes	Değişiklikleri Kaydet
3130	Menu	Cancel changes	Değişiklikleri İptal Et
3131	Menu	Edit design	Tasarımı Güncelle
3132	Menu	Remove design	Tasarımı Kaldır
3133	Menu	Add object	Kayıt Ekle
3134	Menu	Delete object	Kaydı Sil
3135	Menu	Send to background	Arka Plana gönder
3136	Menu	Properties	Özellikler
3137	Menu	Timetable settings	Yazdırma Ayarları
3138	Menu	Apply	Uygula
3139	Menu	Copy	Kopyala
3140	Menu	Delete	Sil
3141	Menu	New	yeni
3142	Menu	Picture	Küçük Resim Seç
3143	Menu	Borders	Kenarlıklar
3144	Menu	Font color:	Yazı Tipi Rengi:
3145	Menu	Background color:	Arka Plan Rengi
3146	Menu	Line color:	Çizgi Rengi:
3147	Menu	You cannot edit default fields here, please add your customfields by using button "Add"	Standart alanları burada düzenleyemezsin. Ama yeni bir özel alan ekleyebilirsin.
3148	Menu	School	Temel Bilgiler
3149	Menu	Address: street	Adres: cadde
3150	Menu	Address: city	Adres: Şehir
3151	Menu	Please input the name of a NEW custom field:	Lütfen Yeni Özel Alanın Adını Girin:
3152	Menu	Please input the name of the new design:	Lütfen Yeni Tasarımın Adını Girin:
3153	Menu	Encoding:	Kodlama:
3154	Menu	The design file "%s" is not available on this computer.	%s adlı tasarım dosyası bu bilgisyarda bulunmadı.
3155	Menu	Print subject pictures	Fotoğrafları yazdırın
3156	Menu	Apply this design to:	Bu Tasarıma Uygula
3157	Menu	This is your new design for {%1}.	Bu Sizin Yeni Tasarımınız {%1}
3158	Menu	Change this text	Bu Yazıyı Değiştirin
3159	Menu	Value	Değer Verme
3161	Menu	Subjects in this timetable have some pictures. However the picture files are not located on this computer. Please copy them to %s.	Bu programdaki bazı dersler için özel resim seçilmiş. Ama seçilen resim dosyaları bu bilgisayara bulunmadı. Lütfen onları %s e kopyalarmısın. Yada derslerin özel resimlerini iptal edebilirsin.
3162	Menu	Minutes	Dakika
3163	Menu	Change division	Bölümü Değiştirin
3164	Menu	Enable multiprocessor generator	İşlemci Gücünü Maksimum Oranda Kullan
3165	Menu	Remove %s from	%s Den(dan) Sil
3167	Menu	Rename '%s' to	'%s' Yeniden Adlandır
3168	Menu	Please input some data in menu Specification.	Lütfen Tanımlama İşlemleri menüsünden bilgi girişi yaparmısın.
3169	Menu	This room requires supervision	Nöbet/Gözetim Gereken Alan
3170	Menu	optional	İsteğe Bağlı
3171	Menu	Nearby classrooms	Yakındaki Derslikler
3172	Menu	Change division	Bölümü Değiştirin
3173	Menu	You are about to save changes to the standard design. Standard designs are overwritten when installing a new version, so it is recomended that you save this changes under your new name.	Değişiklikleri standart tasarıma kaydetmek üzeresin. Standard tasarımlar yeni bir versiyon yüklenirken üzerine yazılıyor. Bu yüzden değişiklikleri yeni ismin altına kaydet.
3174	Menu	Database	Veritabanı
3175	Menu	Synchronization with database	Veritabanı İle Eşitle
3176	Menu	Add	Ekle
3177	Menu	Ignore	Ekleme
3178	Menu	Link	Link
3179	Menu	Delete	Sil
3180	Menu	Keep	Koru
3181	Menu	Object	Kayıt
3182	Menu	Action	Hareket
3183	Menu	No differences found.	Hiçbir Fark Bulunamadı
3184	Menu	Differences found:	farklılıklar Bulundu:
3185	Menu	Are you sure you want to remove %1 object(s) from timetable?	Ders Planlama Programındaki %1 Kayıt(ları) Silmek İstediğinzden Emin Misiniz?
3186	Menu	Synchronize with server	Sunucuyla Eşitle
3187	Menu	The lessons of this class will be also removed.	Bu Sınıfın Dersleri De Silinecektir
3188	Menu	Click the RIGHT MOUSE button on the area you wish to change.	Değiştirmek istediğiniz alanı üzerinde iken sağ fare düğmesini tıklatın
3189	Menu	Min cards on single position	Tek Pozisyon Üzerinde Min Kart
3190	Menu	Drop link	Bağlantıyı Bırak
3191	Menu	Combine divisions	Bölümleri Birleştirme
3192	Menu	Remove design from all classes/teachers	Tüm Sınıflardan/Öğretmenlerden Tasarımı Kaldır
3193	Menu	Today's substitutions - alternative layout	Günün Değişiklikleri - Alternatif Plan
3194	Menu	Move	Hareket
3195	Menu	Suggested moves	Önerilen Hareket
3196	Menu	Change this lesson:	Bu Dersi Değiştirin:
3197	Menu	Do you really want to delete entry? %s	Veri Girişini Silmek İstiyormusunuz ? %s
3198	Menu	Missing: %s You cannot delete this entry. Delete the missing first.	Eksik: %s Bu Girdiyi Silemezsiniz. Önce İlk Kaydı Silmelisiniz !
3199	Menu	The lesson was moved	Ders Taşındı
3200	Menu	Periods	Günlük Zil Saatleri
3201	Menu	Days	Günler
3202	Menu	Groups	Grup Bilgisi
3203	Menu	You cannot delete this type of the substitution.	Bu türdeki değişiklikler silinemez.
3204	Menu	Online help	Online Yardım
3205	Menu	Registration name	Kayıt Adı
3206	Menu	Print duties in summary timetables	Görevleri özet ders programında yazdır
3207	Menu	More/less supervisions count than defined in teacher's constraints	Öğretmen kısıtlamalarında daha az ya da daha çok denetleme sayımı
3208	Menu	More/less minutes than defined in teacher's constraints	Öğretmenlerin kısıtlamalarında tanımlanandan daha az ya da daha çok dakika
3209	Menu	Equal count for each teacher	Her Öğretmeni Eşit Saymak
3210	Menu	Equal minutes for each teacher	Her Öğretmen İçin Eşit Dakika
3211	Menu	Teacher teaches before OR after	Öğretmenler önce ya da sonra ders verirler
3212	Menu	Teacher teaches before AND after	Öğretmenler önce ve sonra ders verirler
3213	Menu	In nearby classroom before OR after	Sınıf civarında önce ya da sonra
3214	Menu	In nearby classroom before AND after	Sınıf civarında önce ve sonra
3215	Menu	During double/longer lesson	Uzun/Çift Ders Süresince
3216	Menu	On a day without lessons	Derssiz bir gün
3217	Menu	Before first teacher's lesson	İlk Öğretmenin Dersinden Önce
3218	Menu	After last teacher's lesson	Son Öğretmenin Dersinden Sonra
3219	Menu	All on one day	Bütün Bir Gün
3220	Menu	Continuously	Sürekli Olarak
3221	Menu	Line width	Çizgi Genişliği
3222	Menu	Main	Ana Menü
3223	Menu	Generate new	Otomatik Planlamayı Başlat
3224	Menu	The generation was successful, however some constraints had to be relaxed.	Planlama Sonucu Başarılı Oldu. Fakat Bazı Kısıtlamalar ve İlişkiler Gözardı Edildi.
3225	Menu	OK. Show me the relaxed conditions.	Gözardı Edilen İlişki ve Kısıtlamaları Göster.
3226	Menu	Relaxed constraints	Gözardı Edilen İlişki ve Kısıtlamalar
3227	Menu	Demo timetable	Demo Tablo
3228	Menu	Tutorial	Öğretici
3229	Menu	Number of days:	Gün Sayısı
3230	Menu	Back	Geri
3231	Menu	You are currently editing lessons for %1. However you've just inputted a lesson for %2. Do you want to continue and add this lesson anyway?	Şu An %1 İçin Dersleri Düzenliyorsunuz. Ancak Sadece %2 İçin Bir Ders Girmişsiniz. Yine De Bu Derse Devam Etmek ve Eklemek İster Misiniz?
3232	Menu	Class level	Sınıf Düzeyi
3233	Menu	Show tutorial	Eğitim ve Tanıtım Videoları
3234	Menu	Create new timetable	Sihirbaz İle Yeni Planlamaya Başla
3235	Menu	Demo files	Örnek Demo Dosyalar
3236	Menu	Online help	Çevrimiçi Yardım
3237	Menu	Check prices/Purchase the software	Fiyat Listesi İçin Tıklayınız
3238	Menu	Input registration code	Lisans Numarası Girişi
3239	Menu	Contact us	k12 Bilişim ( 0850 212 15 12 )
3240	Menu	Max different period numbers per week	22) Haftalık En Fazla Farklı Ders Sayısı Seçilen Değerden Fazla Olamaz.
3241	Menu	Lines between days	Günler Arasında Hatlar
3242	Menu	Lines between periods	Periyotlar Arasındaki Çizgiler
3243	Menu	Add legend	Hazır Şema Ekle
3244	Menu	Empty field means that this room can accomodate any number of students	Bir Değer Girilmez İse, Program Sınırsız Öğrenci Olarak Algılar
3245	Menu	Open from disk	Diskten Aç
3246	Menu	Export of lessons/cards is limited to max 10 items. You need a special computer license code for full export. Please check this help link:	En fazla 10 kayıt rapora aktarılacaktır. Tüm kayıtları aktarmak için PC lisans almanız gerekmektedir. bilgi@k12bilisim.net adresine mail gönderebilirsiniz.
3247	Menu	Please input also short name for the following days:	Lütfen Takibeden Günler İçin Ayrıca Kısa Kodu Girin:
3248	Menu	Show Quick access toolbar	Hızlı Başlat Tuşlarını Göster/Gizle
3249	Menu	Show Main toolbar	Ana Menü Tuşlarını Göster/Gizle
3250	Menu	Blue toolbar	Mavi
3251	Menu	Black toolbar	Siyah
3252	Menu	Silver toolbar	Gümüş
3253	Menu	White toolbar	Su
3254	Menu	Normal font	Normal Yazı
3255	Menu	Large font	Büyük Yazı
3256	Menu	Customize	Özelleştir
3257	Menu	Display shadows on cards	Kartların Ekran Gölgeleri
3258	Menu	For most timetables you do not need to input students. It shall be enough to input classes and if needed groups.	Ders Planlama Programı Hazırlamanız İçin Genellikle Öğrencileri Girmeniz Gerekmez. Bu Girişleri Yapacaksanız Sınıflar İçin Yeterli Düzeyde Olmalı ve Gerekirse Gruplar Düzenlenmelidir
3259	Menu	For more information please consult this help topic:	Daha Fazla Bilgi İçin Web Sitemize Bağlanın:
3260	Menu	OK, I want to input students and their picks	Seçmeli Ders Planlaması Yapacağım
3261	Menu	Infocard color:	Bilgi Kartı Rengi
3262	Menu	Timetable background color:	Çalışma Ekranı Arka Plan Rengi
3263	Menu	Students / Seminars	Seçmeli Dersler
3264	Menu	Delete student	Öğrenciyi Sil
3265	Menu	Classroom capacity exceeded	Sınıf Kapasitesi Aşıldı
3266	Menu	Minimum periods+gaps per day (empty day is OK)	3266# Günlük En Az Periyot Uzunluğu (Boş Ders Dahil) (Boş Günler Dikkate Alınmaz)
3267	Menu	Maximum periods+gaps per day	Periyotlarda+Günlük En Fazla Boşluk
3268	Menu	Maximum free days between education during week	Hafta boyunca ders arasındaki en fazla boş gün sayısı
3270	Menu	Press Enter	Enter'a Basın
3271	Menu	This legend will show:	Bu Tablo Şunu Gösterecektir:
3272	Menu	Automatic font height	Otomatik Yazı Yüksekliği
3273	Menu	Fixed font height	Sabit Yazı Tipi Yüksekliği
3274	Menu	Alwyas on Top	Her Zaman Üstte
3275	Menu	Before	Önce
3276	Menu	After	Sonra
3277	Menu	There cannot be lesson in the A section together with lesson in the B section on the same position	Aynı durumda A bölümündeki derslerle B bölümündeki birlikte olamaz
3278	Menu	There cannot be lesson in the A section followed by lesson in the B section	B bölümündeki dersler tarafında A bölümündeki dersler takip edilemez.
3279	Menu	Registration code:	Kayıt Kodu
3280	Menu	If you do not have the registration name and code, you can purchase it online:	Eğer lisansınız bulunmuyor ise bize 0850 212 15 12 numaralı telefondan ulabilirsiniz
3281	Menu	or you can contact your software distributor:	yada www.ascturkiye.com adresinden fiyatlarımızı ve avatajlı paketlerimizi görebilirsiniz.
3282	Menu	The software is already registered to this name:	Programınız Daha Önce Başarı İle Lisanslanmıştır
3283	Menu	Do you want to input different registration name and registration code?	Lisans Numarasını Değiştirmek İstiyormusunuz ?
3284	Menu	The selected subjects have to be at the same time in all selected classes.	Seçilen Derslerin Seçilmiş Her Sınıfla Aynı Zamanda Olması Gerekir
3285	Menu	Max consecutive days	En Fazla Ardışık Gün
3286	Menu	This subject must be on the same period each day	Bu Ders Her Gün Aynı Periyotta Olmalıdır
3287	Menu	Per week	Hafta Başına
3288	Menu	Per day	Gün Başına
3289	Menu	New objects have been found during import:	Giriş sırasında yeni objeler bulunabilir.
3290	Menu	Max different rooms per day	24) Günde En Fazla Farklı Derslik Sayısı Seçilen Değerden Fazla Olamaz.
3291	Menu	Max different rooms per week	25) Haftalık En Fazla Farklı Derslik Sayısı Seçilen Değerden Fazla Olamaz.
3292	Menu	Action %1 can not be done on %2 objects. Would you like to do it for rest of objects?	Eylem %1, %2 Kayıtları İçin Yapılamaz. Kayıtların Kalanı İçin Bunu Yapmak İster Misiniz?
3293	Menu	WARNING! Before using this function, please read documentation. <A HREF="%HELP%">You can find it here</A>. Did you read the documentation?	Uyarı Bu fonksiyonu kullanmadan önce lütfen kullanım klavuzunu oku. <A HREF="%HELP%">Burada bulabilirsin.<\A>Kullanım klavuzunu okudun mu?
3294	Menu	Supervision	Gözetim
3295	Menu	Supervisions	Denetimler
